Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
15-074-THA	0.332807	0.375268	0.430016	0.48246	0.528388	0.573612	0.616323	0.654106	0.699544	0.733052	0.766386	0.795002	0.827617	0.864473	0.89446	0.919148	0.940424	0.954585	0.960781	0.98545	1.00736	1.024175	1.037297	1.049634	1.056039	1.062958	1.077531	1.091873	1.105817	1.111034	1.116409	1.124848	1.124693	1.128326	1.136195	1.145973	1.146713	1.14438	1.149278	1.150437	1.147479	1.157602	1.169548	1.169869	1.170413	1.167265	1.166901	1.175583	1.185859	1.190477	1.1945	1.194046	1.196218	1.187788	1.19089	1.187908	1.188904	1.186913	1.185652	1.180589	1.177561	1.176464	1.172756	1.174118	1.176289	1.169079	1.163628	1.160022	1.158268	1.161683	1.161532	1.152095	1.145489	1.138374	1.130193	1.121685	1.114128	1.100948	1.095821	1.085974	1.075729	1.07067	1.060368	1.047003	1.032597	1.012461	0.98279	0.960733	0.942605	0.920072	0.896309	0.856394	0.818505	0.781452	0.74134	0.693967	0.646819	0.601671	0.545728	0.483541	0.434821
15-075-GFM	0.339684	0.381783	0.435324	0.495618	0.548163	0.596457	0.640948	0.651955	0.684707	0.722061	0.751057	0.776828	0.807435	0.849573	0.878485	0.905556	0.934019	0.952863	0.961242	0.980231	0.99769	1.007883	1.011383	1.01467	1.02094	1.032281	1.049107	1.059267	1.068843	1.071806	1.072844	1.084027	1.08718	1.092364	1.099063	1.109109	1.113615	1.113501	1.125162	1.13274	1.135768	1.141116	1.14501	1.144993	1.144049	1.145394	1.148985	1.149204	1.155534	1.155294	1.159473	1.167513	1.168646	1.171964	1.171485	1.173179	1.173625	1.168969	1.155865	1.151406	1.152783	1.160486	1.161628	1.165112	1.16082	1.155934	1.148141	1.150557	1.151187	1.147314	1.141803	1.134023	1.143465	1.152885	1.147949	1.136586	1.109899	1.090773	1.086811	1.080231	1.093847	1.103434	1.093159	1.06112	1.038849	1.024733	1.004608	0.987668	0.977341	0.96355	0.944138	0.914642	0.890407	0.864278	0.832328	0.799475	0.76343	0.725954	0.674521	0.616789	0.566788
15-075-GTS	0.380134	0.430595	0.498996	0.571715	0.627908	0.674069	0.70049	0.697245	0.728128	0.762061	0.784177	0.799299	0.823567	0.854739	0.882126	0.909897	0.9384	0.962619	0.965693	0.977621	0.9929	1.00135	1.007253	1.002357	1.008271	1.014605	1.028286	1.038391	1.048983	1.05383	1.055896	1.065718	1.072743	1.079219	1.08348	1.085769	1.087377	1.084045	1.08377	1.089984	1.09234	1.100216	1.102545	1.102472	1.096687	1.101914	1.104907	1.107427	1.119599	1.124398	1.131281	1.136449	1.134894	1.134406	1.132538	1.135679	1.133105	1.128819	1.120044	1.112276	1.118471	1.127249	1.133137	1.138264	1.134641	1.129455	1.127345	1.133912	1.137603	1.137685	1.135165	1.123928	1.128828	1.139168	1.142673	1.134301	1.111625	1.094256	1.09409	1.089217	1.099284	1.114634	1.11057	1.083716	1.065124	1.0539	1.039604	1.029264	1.025373	1.019242	1.007607	0.984371	0.962546	0.939864	0.906033	0.861347	0.812124	0.753096	0.680992	0.607857	0.543505
15-077-GTS	0.328146	0.373822	0.435587	0.494626	0.543412	0.594419	0.638735	0.682875	0.72637	0.76044	0.791263	0.819836	0.850526	0.883224	0.909549	0.927451	0.943503	0.952581	0.952091	0.971109	0.985963	0.99843	1.009721	1.024048	1.036565	1.046119	1.057722	1.068029	1.081231	1.087551	1.095132	1.106042	1.101946	1.103773	1.108882	1.119855	1.120354	1.121688	1.130965	1.133546	1.13894	1.148176	1.15176	1.150831	1.153318	1.159804	1.161935	1.16441	1.166757	1.168376	1.175679	1.177889	1.173134	1.169268	1.170618	1.170375	1.171074	1.168824	1.158653	1.155532	1.155478	1.164224	1.163176	1.159769	1.153679	1.150065	1.14377	1.141415	1.142487	1.139003	1.137279	1.134763	1.133028	1.129037	1.125168	1.117506	1.108309	1.096788	1.095702	1.094413	1.086729	1.083039	1.075084	1.063707	1.048589	1.034268	1.010979	0.989228	0.973639	0.95095	0.929848	0.892859	0.863579	0.831262	0.792953	0.755406	0.709273	0.668939	0.61312	0.550441	0.493472
15-087-GFM	0.378288	0.419243	0.466169	0.51209	0.555602	0.597533	0.643354	0.684428	0.72441	0.759722	0.788848	0.816229	0.844535	0.873392	0.898228	0.914684	0.929625	0.944243	0.954688	0.97217	0.984596	0.999261	1.013624	1.028714	1.036771	1.048444	1.057072	1.074028	1.086051	1.091335	1.093958	1.105151	1.105697	1.110869	1.119922	1.128473	1.130035	1.130664	1.138551	1.145331	1.150749	1.157414	1.163554	1.168197	1.17218	1.168769	1.170463	1.168197	1.174626	1.17278	1.168618	1.172847	1.169576	1.172743	1.177048	1.173815	1.176343	1.175615	1.166779	1.160749	1.159906	1.155038	1.151531	1.155682	1.156427	1.151907	1.143991	1.141099	1.139716	1.131948	1.127043	1.11828	1.113642	1.102836	1.097435	1.091848	1.083315	1.077535	1.078981	1.076235	1.068493	1.060527	1.049433	1.039332	1.024481	1.006776	0.983186	0.967643	0.955038	0.936318	0.912431	0.882954	0.857004	0.828991	0.798593	0.765247	0.729139	0.69533	0.651835	0.603312	0.562599
15-087-GTS	0.387064	0.4301	0.47336	0.520454	0.565715	0.607907	0.65348	0.695629	0.734923	0.768975	0.798951	0.826121	0.852246	0.879517	0.902018	0.91884	0.936086	0.95076	0.963191	0.980355	0.991983	1.005675	1.019313	1.032373	1.038199	1.046142	1.054217	1.070744	1.084114	1.088002	1.091501	1.103579	1.10388	1.10928	1.115954	1.123252	1.128767	1.130031	1.137256	1.141557	1.149451	1.156517	1.160266	1.162704	1.167389	1.163993	1.165112	1.161117	1.166005	1.165138	1.160189	1.162681	1.160877	1.162772	1.164844	1.16221	1.164091	1.16493	1.155831	1.152295	1.153379	1.149313	1.145308	1.14955	1.150733	1.148709	1.142649	1.138745	1.138605	1.13247	1.128689	1.120352	1.117963	1.108029	1.101463	1.095802	1.086795	1.078587	1.079711	1.075488	1.068757	1.062455	1.053629	1.041785	1.026768	1.006881	0.982619	0.96428	0.953172	0.935983	0.912134	0.882496	0.858668	0.834765	0.801574	0.766531	0.730266	0.694443	0.650748	0.60299	0.562431
15-087-THA	0.333573	0.369524	0.415484	0.459274	0.502075	0.543428	0.58028	0.610898	0.647935	0.68134	0.713426	0.741059	0.767883	0.799194	0.822319	0.845358	0.869573	0.882349	0.891248	0.914927	0.934109	0.953369	0.973692	0.987732	0.998479	1.007377	1.016656	1.030771	1.044036	1.048	1.053655	1.063856	1.066114	1.075627	1.085617	1.099118	1.104572	1.102987	1.116224	1.123585	1.121921	1.131105	1.138021	1.140386	1.147937	1.148709	1.153053	1.164579	1.173306	1.181098	1.186366	1.187128	1.191899	1.188538	1.189838	1.188511	1.194125	1.193767	1.189593	1.185552	1.187252	1.188726	1.188079	1.189004	1.195345	1.201229	1.203839	1.19831	1.196064	1.199017	1.199131	1.195574	1.195691	1.189136	1.181315	1.175255	1.167175	1.155575	1.153675	1.152212	1.143757	1.138669	1.129644	1.118522	1.103835	1.087027	1.058943	1.034316	1.016518	0.994113	0.969011	0.932295	0.897295	0.861468	0.820971	0.772761	0.723196	0.672595	0.607638	0.53554	0.474324
15-089-GFM	0.366276	0.408387	0.452313	0.50064	0.546866	0.592132	0.639251	0.676542	0.717607	0.751708	0.779676	0.808897	0.843384	0.876053	0.900461	0.915189	0.931248	0.946731	0.960051	0.979595	0.99773	1.014364	1.028669	1.041059	1.048466	1.061691	1.06816	1.083229	1.102478	1.113696	1.120146	1.131999	1.128972	1.131017	1.139534	1.150488	1.153076	1.154063	1.164643	1.173242	1.170136	1.174914	1.181214	1.182106	1.180573	1.173298	1.173589	1.169019	1.174571	1.174211	1.171643	1.174975	1.172687	1.173386	1.173718	1.169972	1.173227	1.171323	1.163681	1.161872	1.161315	1.158423	1.158699	1.158722	1.160354	1.161034	1.152492	1.143966	1.136351	1.128645	1.123306	1.115731	1.115172	1.103215	1.095885	1.090453	1.08218	1.072382	1.070341	1.064482	1.056261	1.046904	1.035313	1.021675	1.004895	0.985832	0.960727	0.941383	0.928537	0.908612	0.887855	0.859112	0.833414	0.807391	0.780102	0.748375	0.714006	0.682454	0.642353	0.599127	0.560575
15-089-GTS	0.349036	0.385983	0.425072	0.46881	0.511229	0.554284	0.597232	0.636843	0.678733	0.71593	0.749957	0.779757	0.813955	0.845848	0.875881	0.897742	0.913884	0.929256	0.944979	0.968512	0.986735	1.002715	1.019088	1.0328	1.040141	1.05317	1.058871	1.073022	1.088742	1.100578	1.107369	1.120428	1.118186	1.125065	1.136145	1.145618	1.150989	1.157228	1.167555	1.176007	1.171226	1.17743	1.185304	1.187656	1.189855	1.189292	1.189181	1.184958	1.189069	1.188436	1.184361	1.185622	1.184607	1.186065	1.188011	1.183813	1.18722	1.186481	1.177529	1.175185	1.172988	1.169405	1.166723	1.168506	1.167738	1.171337	1.164122	1.153775	1.144077	1.137648	1.133305	1.125931	1.121363	1.108245	1.098783	1.094225	1.085357	1.076082	1.074913	1.067238	1.05582	1.046636	1.03807	1.026206	1.009055	0.992594	0.968542	0.952419	0.940142	0.924046	0.9016	0.876166	0.854667	0.830077	0.803744	0.772212	0.739924	0.708258	0.667248	0.624139	0.586662
15-089-THA	0.304724	0.341568	0.383378	0.432669	0.4797	0.527286	0.575339	0.610967	0.652096	0.686316	0.718356	0.751366	0.78582	0.823453	0.850911	0.877681	0.896498	0.915082	0.927103	0.948232	0.967229	0.986019	1.004283	1.019915	1.029452	1.044049	1.053403	1.069871	1.090443	1.099373	1.106811	1.124339	1.122993	1.130436	1.137058	1.146513	1.1476	1.149804	1.160132	1.169533	1.171778	1.183261	1.190482	1.193031	1.197713	1.19832	1.20227	1.205695	1.213239	1.21145	1.213557	1.215956	1.216349	1.207708	1.206486	1.204105	1.209591	1.208904	1.20297	1.203367	1.203198	1.204489	1.199681	1.197641	1.198019	1.195833	1.189893	1.18406	1.182436	1.176944	1.169558	1.161927	1.157987	1.146326	1.133511	1.126538	1.115889	1.102378	1.098475	1.091011	1.080375	1.069253	1.055009	1.040896	1.023404	1.001475	0.971019	0.949048	0.932435	0.909774	0.884451	0.852169	0.824548	0.797104	0.767816	0.731568	0.690407	0.652486	0.609154	0.563732	0.527555
15-093-GFM	0.295361	0.335951	0.384541	0.431742	0.473131	0.515768	0.558091	0.597185	0.633565	0.668158	0.696744	0.725957	0.755441	0.788131	0.816834	0.837893	0.857507	0.87044	0.884388	0.91218	0.930116	0.946116	0.962005	0.977619	0.990532	1.002284	1.018191	1.028692	1.042009	1.047062	1.05862	1.073197	1.071423	1.07731	1.083893	1.098711	1.102723	1.106834	1.116691	1.123029	1.13061	1.139898	1.145528	1.149433	1.149247	1.152228	1.158589	1.157999	1.161238	1.165259	1.175255	1.180307	1.18333	1.188296	1.194809	1.197659	1.200916	1.200493	1.188977	1.18996	1.190945	1.193553	1.190547	1.191179	1.187724	1.18248	1.177443	1.180271	1.185691	1.186641	1.188421	1.186242	1.186417	1.18324	1.180203	1.173713	1.166766	1.16115	1.162421	1.159754	1.151713	1.14664	1.138023	1.121269	1.104684	1.086621	1.060995	1.041947	1.029222	1.009197	0.985863	0.954964	0.924246	0.892803	0.852965	0.814718	0.767988	0.719962	0.654002	0.574913	0.50692
15-093-GTS	0.336028	0.380639	0.44048	0.499747	0.554988	0.604476	0.655172	0.666733	0.701098	0.734584	0.763376	0.792988	0.828558	0.863912	0.888955	0.908563	0.926668	0.934174	0.934386	0.956945	0.977301	0.989925	1.001454	1.01452	1.027115	1.041699	1.053463	1.063053	1.074948	1.077999	1.08154	1.090812	1.089573	1.092689	1.098753	1.110605	1.112608	1.115181	1.124593	1.127367	1.132879	1.143682	1.149214	1.152338	1.160882	1.158226	1.160619	1.160744	1.164851	1.16889	1.174193	1.18288	1.183348	1.18272	1.186643	1.187342	1.184847	1.180884	1.166976	1.16387	1.162092	1.169902	1.167149	1.166897	1.159283	1.15278	1.140029	1.139239	1.139946	1.135416	1.131113	1.127037	1.127006	1.125067	1.120251	1.112559	1.104233	1.103005	1.099448	1.094118	1.0808	1.074605	1.066293	1.052949	1.040065	1.026563	1.005158	0.985871	0.974765	0.95886	0.938846	0.909311	0.886012	0.860859	0.827739	0.792209	0.749925	0.71048	0.65792	0.597364	0.540335
15-097-GTS	0.318731	0.363994	0.41761	0.469289	0.515116	0.560597	0.603191	0.643339	0.68299	0.720761	0.749226	0.774287	0.804201	0.83637	0.860744	0.881303	0.903812	0.916572	0.9199	0.93897	0.957763	0.972071	0.984427	0.996272	1.007671	1.017779	1.02769	1.035778	1.049332	1.053325	1.055709	1.064029	1.069204	1.078049	1.091003	1.100689	1.103856	1.106629	1.114964	1.121782	1.122908	1.130096	1.136528	1.136665	1.144499	1.142989	1.145192	1.146773	1.15394	1.15854	1.161024	1.161904	1.163156	1.167698	1.170034	1.172152	1.175659	1.174743	1.165995	1.162861	1.16337	1.163467	1.162756	1.164569	1.164627	1.160626	1.157435	1.161498	1.162526	1.161542	1.157937	1.156312	1.158222	1.152796	1.151275	1.14567	1.140818	1.134044	1.130168	1.12692	1.117561	1.114452	1.10726	1.096635	1.082947	1.068319	1.048055	1.031878	1.024175	1.008964	0.99047	0.956325	0.926361	0.894701	0.85697	0.824385	0.780963	0.732068	0.66119	0.580354	0.509672
15-101-THA	0.331763	0.379279	0.436296	0.494101	0.548747	0.601339	0.651384	0.697496	0.743386	0.780756	0.813564	0.844052	0.879179	0.915489	0.93754	0.95792	0.97701	0.986877	0.987825	1.003683	1.020155	1.035601	1.051203	1.063505	1.068494	1.074957	1.082171	1.091185	1.101831	1.103681	1.107537	1.116906	1.112603	1.112193	1.119066	1.133262	1.135663	1.131351	1.140485	1.143215	1.144388	1.153642	1.162413	1.166886	1.172821	1.168362	1.168396	1.165806	1.171337	1.168232	1.168082	1.167399	1.166389	1.166103	1.167682	1.162045	1.164517	1.164601	1.162759	1.156436	1.155801	1.156555	1.152763	1.151547	1.15438	1.151122	1.145739	1.144962	1.145868	1.141144	1.137149	1.129749	1.127262	1.118518	1.111347	1.103965	1.093572	1.080697	1.075624	1.070281	1.060925	1.053942	1.044131	1.033643	1.015978	0.995027	0.966048	0.943569	0.92647	0.904528	0.882257	0.846834	0.819823	0.791432	0.75691	0.717675	0.677994	0.644277	0.598097	0.547888	0.506458
15-104-GTS	0.311665	0.355337	0.414592	0.477292	0.530864	0.579149	0.627449	0.642279	0.679744	0.714879	0.744505	0.766992	0.801451	0.831399	0.864179	0.888595	0.912945	0.932218	0.93688	0.954642	0.975302	0.988864	0.996979	1.00513	1.019704	1.035691	1.055272	1.06825	1.081849	1.086916	1.089664	1.094951	1.094665	1.100489	1.109689	1.115038	1.118969	1.120641	1.133051	1.142447	1.146012	1.155218	1.16268	1.166758	1.164885	1.169315	1.171858	1.173546	1.18234	1.186897	1.196585	1.202531	1.203577	1.205868	1.207241	1.20797	1.20317	1.200088	1.184384	1.178803	1.178782	1.18608	1.183545	1.183237	1.17717	1.17521	1.173015	1.173909	1.172973	1.167506	1.159646	1.152701	1.14997	1.143872	1.135277	1.126341	1.117045	1.103529	1.09676	1.088417	1.075129	1.069038	1.058561	1.048703	1.033816	1.016712	0.991103	0.970696	0.959333	0.942585	0.921518	0.888544	0.860327	0.83242	0.796513	0.755658	0.717463	0.682245	0.632953	0.580916	0.530013
15-107-GFM	0.314074	0.357409	0.409385	0.459447	0.507706	0.556264	0.605811	0.648053	0.689305	0.723154	0.753646	0.785571	0.820064	0.856985	0.884062	0.906277	0.923863	0.935204	0.935818	0.958454	0.977223	0.99321	1.011497	1.025205	1.03599	1.050189	1.059052	1.069472	1.082066	1.086088	1.089932	1.102281	1.101523	1.10476	1.112502	1.124142	1.128685	1.131024	1.14345	1.151996	1.157039	1.163831	1.169565	1.173472	1.179771	1.18445	1.189317	1.186884	1.19145	1.194248	1.198322	1.200227	1.20023	1.200581	1.205419	1.203769	1.208539	1.208251	1.197968	1.191068	1.190761	1.193493	1.18861	1.187396	1.184931	1.180411	1.175942	1.172351	1.168194	1.161373	1.156932	1.1505	1.147554	1.143414	1.136945	1.127745	1.119323	1.109467	1.10641	1.099292	1.087003	1.079468	1.068486	1.053823	1.03629	1.015883	0.987886	0.964706	0.946333	0.924621	0.901123	0.867797	0.835266	0.800341	0.759979	0.716835	0.674121	0.632219	0.582181	0.52791	0.485426
15-107-GTS	0.313083	0.354219	0.407266	0.459015	0.506178	0.553256	0.601151	0.643601	0.686495	0.722337	0.75334	0.786186	0.819312	0.855268	0.882949	0.902628	0.918037	0.931013	0.931978	0.95287	0.972636	0.98739	1.002737	1.014483	1.025829	1.039915	1.048393	1.061414	1.073903	1.079645	1.083659	1.095701	1.095892	1.102485	1.113996	1.12436	1.128488	1.13379	1.144388	1.153181	1.158051	1.166408	1.172296	1.176253	1.182561	1.187002	1.191131	1.189007	1.192735	1.195218	1.196093	1.198795	1.197647	1.199143	1.201397	1.200564	1.205428	1.203816	1.1909	1.181294	1.181927	1.183141	1.181765	1.186549	1.18424	1.181888	1.179415	1.177912	1.176023	1.171941	1.162796	1.152017	1.149119	1.143681	1.136382	1.127244	1.116551	1.107148	1.104693	1.097316	1.083052	1.073648	1.062531	1.051243	1.034064	1.014555	0.987544	0.966669	0.950321	0.92887	0.906286	0.874236	0.843936	0.811475	0.775714	0.733238	0.692787	0.654718	0.608035	0.557339	0.513788
15-107-THA	0.291206	0.333014	0.389423	0.44562	0.493754	0.540334	0.580429	0.584785	0.611706	0.63032	0.65013	0.664366	0.665022	0.675503	0.686901	0.702383	0.713826	0.723445	0.730689	0.751533	0.770596	0.784498	0.791173	0.794861	0.806082	0.819085	0.830572	0.836213	0.840851	0.840115	0.840081	0.843656	0.844779	0.847755	0.851758	0.860626	0.868128	0.874005	0.885631	0.892872	0.886667	0.893215	0.906846	0.913914	0.912818	0.914109	0.926222	0.943632	0.954161	0.970597	0.989438	0.998062	1.011632	1.015793	1.02339	1.026662	1.024703	1.030942	1.035345	1.034552	1.042172	1.05681	1.071085	1.085651	1.108128	1.125514	1.139605	1.160254	1.181061	1.204126	1.229534	1.246579	1.279907	1.318933	1.336364	1.353566	1.347962	1.355388	1.381211	1.410517	1.432881	1.465488	1.480499	1.494764	1.509167	1.512663	1.509118	1.517749	1.528777	1.529064	1.52346	1.503985	1.473514	1.445527	1.4003	1.331131	1.240206	1.104192	0.887604	0.662168	0.475973
15-110-GTS	0.318063	0.35511	0.393962	0.434755	0.477576	0.519758	0.564831	0.60727	0.646953	0.68679	0.723138	0.751333	0.785292	0.820939	0.850338	0.875404	0.892705	0.910487	0.929381	0.949227	0.971112	0.988807	1.008419	1.023095	1.035367	1.044625	1.051998	1.068994	1.083997	1.094656	1.103831	1.119226	1.121438	1.128996	1.140147	1.147511	1.151618	1.151906	1.153185	1.157121	1.16521	1.170664	1.175868	1.180932	1.182281	1.182706	1.185354	1.183857	1.189851	1.1932	1.189405	1.194536	1.19256	1.192587	1.195282	1.193931	1.196292	1.196521	1.189025	1.182506	1.178403	1.176732	1.173383	1.171321	1.16534	1.163108	1.15914	1.157197	1.151713	1.146939	1.141528	1.135826	1.132129	1.122743	1.112285	1.10654	1.09952	1.091899	1.092013	1.083387	1.074808	1.066531	1.055671	1.043002	1.028723	1.012377	0.988787	0.973896	0.96184	0.945228	0.924935	0.899604	0.87783	0.854861	0.827478	0.79771	0.763111	0.732277	0.688294	0.646449	0.606788
16-003-GFM	0.337811	0.380272	0.432819	0.484968	0.53171	0.57609	0.621662	0.664147	0.708105	0.745722	0.777503	0.805682	0.838509	0.873556	0.895008	0.911559	0.931335	0.943106	0.94147	0.960762	0.974295	0.98989	1.005143	1.017387	1.020215	1.031574	1.041549	1.051922	1.06414	1.067041	1.072719	1.081521	1.07656	1.078965	1.088132	1.100028	1.102009	1.101619	1.107943	1.110683	1.114459	1.125234	1.130863	1.134975	1.143519	1.145638	1.1475	1.148172	1.15571	1.159406	1.159166	1.158717	1.16104	1.163565	1.169054	1.166876	1.172346	1.172255	1.167357	1.161213	1.160276	1.162035	1.160628	1.161514	1.159822	1.158178	1.156111	1.156776	1.162376	1.162369	1.161572	1.158134	1.157736	1.151732	1.147867	1.141625	1.134988	1.125387	1.124583	1.120511	1.111199	1.106854	1.096798	1.086813	1.072155	1.055547	1.031868	1.01314	0.997957	0.978268	0.954636	0.921017	0.89142	0.860671	0.823825	0.775481	0.726527	0.680197	0.620776	0.552088	0.498188
16-003-GTS	0.323032	0.360976	0.41173	0.461932	0.508522	0.552322	0.599696	0.638809	0.686326	0.726213	0.759797	0.791699	0.823603	0.862174	0.893308	0.916864	0.93334	0.94834	0.952505	0.972479	0.993381	1.011272	1.030794	1.046712	1.054555	1.063982	1.072359	1.086517	1.100878	1.104018	1.107607	1.118143	1.114487	1.120571	1.131363	1.140884	1.14498	1.146883	1.156959	1.16349	1.167181	1.175413	1.17894	1.178004	1.183477	1.184043	1.186889	1.184643	1.189836	1.189754	1.189552	1.196462	1.19756	1.197094	1.201564	1.199772	1.20684	1.205309	1.198242	1.190309	1.185737	1.183172	1.179625	1.181911	1.182256	1.17852	1.173295	1.171287	1.170154	1.167329	1.161583	1.14636	1.138406	1.127314	1.116589	1.10839	1.097065	1.0834	1.087675	1.082635	1.071685	1.062715	1.05044	1.031944	1.009956	0.989249	0.959414	0.938761	0.919621	0.89673	0.876161	0.847317	0.818999	0.786942	0.753844	0.713011	0.674319	0.641565	0.60218	0.558201	0.520854
16-003-SVZ	0.351309	0.395016	0.44578	0.496757	0.545563	0.586862	0.630057	0.670041	0.709225	0.739727	0.769284	0.796884	0.82973	0.864758	0.889521	0.913854	0.933583	0.94638	0.95458	0.970558	0.98527	0.993827	0.999111	1.009506	1.019889	1.03097	1.041121	1.054402	1.069948	1.071075	1.074893	1.084368	1.079161	1.078191	1.085628	1.094886	1.09413	1.099656	1.109663	1.114991	1.120681	1.128872	1.13447	1.138113	1.142892	1.143438	1.143954	1.142835	1.14921	1.149563	1.150196	1.149972	1.149281	1.15028	1.15484	1.152922	1.160044	1.163843	1.16367	1.162026	1.163983	1.167055	1.169341	1.167754	1.166155	1.165682	1.161965	1.16036	1.157019	1.151225	1.148874	1.145261	1.145173	1.14075	1.136695	1.132936	1.124949	1.113329	1.111728	1.107428	1.099893	1.094156	1.086198	1.077658	1.065932	1.050064	1.024792	1.005398	0.989479	0.968225	0.946421	0.916012	0.891253	0.865319	0.833218	0.796821	0.754635	0.713431	0.660933	0.597299	0.545515
16-003-THA	0.324611	0.359884	0.394023	0.435719	0.476221	0.519387	0.561442	0.598992	0.640366	0.679781	0.713135	0.741247	0.774041	0.806856	0.830228	0.851274	0.872818	0.891862	0.904234	0.925348	0.946405	0.963902	0.979068	0.995333	1.006402	1.018416	1.030444	1.045843	1.062473	1.069236	1.076939	1.090859	1.088317	1.090948	1.097288	1.111917	1.1133	1.115361	1.123251	1.131171	1.140308	1.148397	1.154926	1.157622	1.164343	1.165112	1.165222	1.162231	1.170559	1.175346	1.174553	1.178283	1.181324	1.18103	1.184678	1.183226	1.188773	1.190155	1.186455	1.18654	1.18664	1.188135	1.188761	1.18903	1.185236	1.179934	1.177859	1.179458	1.180464	1.178004	1.174924	1.170477	1.168552	1.158495	1.153542	1.148635	1.143263	1.136935	1.137429	1.132496	1.124723	1.118558	1.1085	1.094612	1.078251	1.060279	1.033749	1.013207	0.99898	0.979151	0.953838	0.92398	0.899328	0.870968	0.837623	0.800495	0.760663	0.724904	0.673259	0.619094	0.57066
16-016-GTS	0.324004	0.368632	0.42966	0.494331	0.548075	0.595261	0.645592	0.662151	0.701925	0.735823	0.762916	0.790039	0.820561	0.847248	0.86989	0.889476	0.911474	0.929036	0.936985	0.956842	0.971707	0.983524	0.988635	0.993977	1.002356	1.014081	1.027793	1.034695	1.047822	1.055639	1.06325	1.073032	1.073453	1.07846	1.088173	1.092667	1.094883	1.097444	1.109537	1.114641	1.116603	1.122737	1.128773	1.131486	1.131067	1.137135	1.142014	1.142843	1.151587	1.156814	1.162877	1.170606	1.168675	1.169114	1.169827	1.170787	1.169349	1.16717	1.155438	1.154199	1.155684	1.163541	1.166031	1.167427	1.166276	1.164704	1.159152	1.158066	1.153754	1.149421	1.143661	1.140176	1.140474	1.136112	1.132659	1.128195	1.123472	1.122175	1.118281	1.110189	1.098539	1.09445	1.089973	1.082202	1.069865	1.057262	1.039468	1.022253	1.013598	0.997429	0.97466	0.941752	0.914761	0.888792	0.856632	0.823016	0.784738	0.744592	0.684018	0.615571	0.552278
16-016-THA	0.354066	0.395588	0.446448	0.498013	0.547569	0.594903	0.640609	0.680943	0.719921	0.754175	0.781869	0.809795	0.840991	0.875723	0.902402	0.922983	0.938445	0.950108	0.957803	0.976706	0.994005	1.011484	1.02724	1.039858	1.048312	1.057776	1.067269	1.078633	1.09222	1.097344	1.09987	1.113539	1.111718	1.112063	1.118948	1.128455	1.130451	1.127183	1.133305	1.135955	1.140221	1.148134	1.151936	1.150202	1.156485	1.157923	1.158608	1.157928	1.163991	1.164754	1.165076	1.166773	1.166775	1.168466	1.169263	1.165961	1.169492	1.170758	1.167152	1.163381	1.162229	1.164444	1.164286	1.16263	1.159328	1.153282	1.14613	1.144806	1.146554	1.144265	1.140523	1.13413	1.131442	1.120993	1.114643	1.108572	1.098703	1.087636	1.085615	1.080513	1.074647	1.070156	1.059909	1.048323	1.032589	1.013435	0.986199	0.966641	0.953711	0.932309	0.907084	0.875127	0.848505	0.819868	0.789603	0.755098	0.719506	0.687653	0.641692	0.589316	0.540775
16-024-GFM	0.330353	0.370757	0.4213	0.469237	0.514695	0.560173	0.600842	0.641346	0.682362	0.718619	0.750542	0.779961	0.810738	0.849542	0.871873	0.891243	0.91128	0.925867	0.934329	0.953879	0.970911	0.986873	1.001898	1.016478	1.029576	1.038103	1.048	1.063057	1.079977	1.080967	1.086834	1.099482	1.100421	1.105067	1.111968	1.12374	1.12528	1.132267	1.147614	1.147829	1.153217	1.158109	1.164559	1.165125	1.166811	1.168176	1.17377	1.171655	1.175627	1.176884	1.17622	1.176821	1.177937	1.185817	1.191426	1.191647	1.193084	1.191029	1.185626	1.184591	1.184699	1.181331	1.178896	1.178968	1.178695	1.178611	1.171919	1.169476	1.171083	1.170148	1.164784	1.159163	1.15626	1.150758	1.143882	1.1371	1.126623	1.115098	1.11972	1.114141	1.105431	1.100184	1.09047	1.073963	1.054679	1.034993	1.004754	0.986128	0.967861	0.948429	0.926579	0.890515	0.853341	0.818559	0.779449	0.733313	0.686179	0.641985	0.589791	0.534937	0.489268
