Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
17-005-CER	0.291857	0.333286	0.387306	0.441713	0.49367	0.548065	0.597286	0.635114	0.680101	0.718929	0.758286	0.793481	0.83017	0.868292	0.896153	0.922179	0.94192	0.955006	0.958615	0.980251	0.997846	1.014962	1.033466	1.048694	1.055125	1.063779	1.07556	1.089775	1.102389	1.103333	1.110657	1.124482	1.126245	1.134954	1.145448	1.156429	1.160328	1.161114	1.171083	1.177592	1.177205	1.189519	1.197997	1.199909	1.202659	1.202426	1.201088	1.208549	1.215802	1.217758	1.218709	1.214609	1.216133	1.209807	1.208313	1.20441	1.207095	1.205583	1.199228	1.194792	1.193061	1.19873	1.19548	1.193318	1.193614	1.187361	1.179958	1.175193	1.173373	1.170932	1.165198	1.155042	1.150203	1.139615	1.127108	1.117157	1.104949	1.091216	1.086265	1.077254	1.063346	1.054638	1.040525	1.026522	1.008956	0.983292	0.952011	0.92745	0.903911	0.878294	0.853983	0.817423	0.785573	0.752617	0.7196	0.677712	0.634703	0.599101	0.555517	0.505393	0.461016
17-005-GFM	0.316369	0.361008	0.417314	0.473159	0.522813	0.572185	0.621234	0.656118	0.699801	0.735229	0.767341	0.796437	0.829924	0.859724	0.887439	0.911742	0.931236	0.94013	0.942284	0.962069	0.982888	0.999811	1.017656	1.031324	1.038675	1.050675	1.060157	1.07253	1.086489	1.089374	1.096032	1.108288	1.105174	1.109555	1.115357	1.125104	1.126129	1.126908	1.138662	1.145378	1.148649	1.157694	1.162166	1.163099	1.165623	1.165816	1.170206	1.178081	1.184152	1.187798	1.188202	1.189114	1.189858	1.184782	1.185314	1.183077	1.188743	1.18895	1.183023	1.180132	1.179306	1.181733	1.180637	1.183127	1.183812	1.181349	1.175425	1.175121	1.175405	1.171969	1.165237	1.155342	1.150349	1.140098	1.130177	1.122837	1.111956	1.098232	1.095591	1.093244	1.083578	1.077256	1.064883	1.050002	1.031727	1.009068	0.979365	0.957563	0.941952	0.918771	0.897783	0.866429	0.837483	0.807339	0.777497	0.737038	0.695319	0.654378	0.604034	0.551027	0.505739
17-005-GTS	0.331845	0.372979	0.426406	0.476769	0.523304	0.56775	0.615438	0.656163	0.701193	0.736665	0.767412	0.797031	0.828449	0.856728	0.883686	0.905117	0.921755	0.930674	0.931921	0.951383	0.969988	0.994329	1.011468	1.026774	1.034852	1.046529	1.055193	1.070203	1.083864	1.087724	1.090858	1.102756	1.100343	1.100567	1.107004	1.114885	1.116256	1.117965	1.128954	1.139344	1.145827	1.154648	1.159269	1.163661	1.166376	1.16556	1.164284	1.163674	1.168868	1.172382	1.172756	1.175637	1.17586	1.178969	1.182557	1.180786	1.187403	1.188782	1.183748	1.179266	1.175868	1.176053	1.172616	1.176353	1.177531	1.176204	1.172918	1.173701	1.172537	1.171235	1.164566	1.153599	1.149564	1.140314	1.133281	1.126615	1.11615	1.102642	1.098786	1.093195	1.082345	1.075539	1.065559	1.053832	1.036202	1.018047	0.99019	0.970681	0.954156	0.933643	0.914291	0.883546	0.856771	0.827877	0.797739	0.757775	0.717573	0.677797	0.629824	0.576791	0.532812
17-005-SVZ	0.321042	0.364225	0.417608	0.472198	0.522084	0.568866	0.61776	0.657372	0.698806	0.73181	0.763411	0.79342	0.827976	0.862027	0.886489	0.909643	0.927364	0.937165	0.940039	0.961873	0.980659	0.999125	1.014702	1.02947	1.036405	1.049512	1.059032	1.071413	1.086574	1.088592	1.09381	1.106385	1.103738	1.10595	1.114984	1.125855	1.128402	1.127876	1.139419	1.14554	1.149423	1.158751	1.162116	1.163121	1.165845	1.166037	1.163941	1.161733	1.166649	1.170743	1.171335	1.172536	1.173773	1.17701	1.182635	1.18097	1.186861	1.188513	1.18608	1.186367	1.188541	1.191532	1.188947	1.188787	1.188838	1.185562	1.17991	1.17909	1.180023	1.178269	1.172262	1.162044	1.157354	1.148292	1.138083	1.129786	1.118492	1.10385	1.098779	1.09294	1.081374	1.072589	1.061466	1.047649	1.030642	1.012356	0.984241	0.962537	0.945194	0.923848	0.902836	0.870962	0.841838	0.811048	0.779362	0.73683	0.694971	0.655544	0.605821	0.552984	0.508839
17-005-THA	0.327354	0.369283	0.421516	0.472573	0.522417	0.572518	0.623001	0.665557	0.710113	0.747805	0.77876	0.804719	0.8379	0.869513	0.896899	0.918553	0.936256	0.946641	0.949477	0.96994	0.990783	1.016367	1.034635	1.04865	1.05431	1.064631	1.072194	1.083776	1.097654	1.100608	1.106131	1.117482	1.112619	1.113173	1.119736	1.126004	1.127066	1.126512	1.136227	1.141794	1.146053	1.153825	1.158967	1.159401	1.162901	1.163655	1.161292	1.16064	1.165398	1.166049	1.166005	1.167708	1.168826	1.171647	1.174711	1.172591	1.177722	1.179734	1.176848	1.174159	1.17286	1.173873	1.171258	1.172278	1.171292	1.167678	1.163613	1.163322	1.164458	1.162351	1.158216	1.148132	1.144243	1.13485	1.127018	1.119918	1.108353	1.093204	1.089552	1.083472	1.073155	1.06563	1.056807	1.045789	1.028055	1.00789	0.979082	0.959678	0.94271	0.921216	0.901899	0.871997	0.843598	0.815203	0.784683	0.745101	0.705863	0.668126	0.621661	0.57096	0.52793
17-009-GFM	0.343177	0.386014	0.430098	0.476455	0.520596	0.568219	0.614111	0.654403	0.69692	0.732675	0.763858	0.79171	0.821604	0.849774	0.87255	0.892459	0.910663	0.925781	0.934627	0.956416	0.976048	0.993035	1.010935	1.02534	1.034771	1.04679	1.053977	1.068874	1.083222	1.088943	1.093728	1.107412	1.103684	1.107206	1.117224	1.128482	1.128908	1.130477	1.140968	1.148097	1.146061	1.154541	1.16173	1.163818	1.168912	1.168598	1.167748	1.165613	1.172492	1.173538	1.173682	1.172226	1.170931	1.176595	1.180197	1.177745	1.182896	1.183793	1.17629	1.177204	1.178036	1.176522	1.176801	1.17512	1.177034	1.181	1.174721	1.16909	1.166575	1.163982	1.158934	1.151756	1.147864	1.135667	1.129243	1.123244	1.114342	1.103785	1.100025	1.092112	1.082708	1.073097	1.061709	1.048328	1.029724	1.01174	0.984954	0.965318	0.951102	0.929846	0.908717	0.881375	0.853955	0.82804	0.797341	0.761898	0.723333	0.688411	0.642253	0.590594	0.546605
17-009-GTS	0.361437	0.405869	0.448312	0.494268	0.540856	0.588304	0.634366	0.677018	0.716809	0.752908	0.779916	0.807886	0.837409	0.867662	0.892578	0.914364	0.930387	0.942055	0.952705	0.974546	0.994281	1.007195	1.025162	1.037612	1.047942	1.057088	1.065683	1.079096	1.0923	1.095588	1.099112	1.111109	1.111552	1.114091	1.121435	1.130405	1.130995	1.13203	1.141304	1.149697	1.147942	1.156512	1.161652	1.166217	1.171636	1.170852	1.171613	1.170139	1.176443	1.177206	1.175165	1.170644	1.168541	1.168634	1.170463	1.169452	1.173255	1.173386	1.168726	1.169876	1.167185	1.163131	1.160882	1.160558	1.160824	1.162822	1.15723	1.150474	1.144932	1.143363	1.1414	1.137678	1.133495	1.123481	1.116716	1.113386	1.104282	1.096278	1.093438	1.083749	1.069567	1.058757	1.047484	1.036954	1.018664	0.999257	0.970022	0.952503	0.938578	0.917039	0.894918	0.866875	0.840367	0.817799	0.789378	0.753326	0.716543	0.681931	0.639738	0.594896	0.553515
17-009-SVZ	0.334468	0.37319	0.4173	0.464672	0.512657	0.55859	0.602049	0.641509	0.684508	0.722362	0.752086	0.781004	0.81546	0.849661	0.874637	0.896469	0.915045	0.927573	0.937263	0.957687	0.978729	0.996183	1.010653	1.027117	1.038674	1.051474	1.060762	1.076826	1.092653	1.097217	1.102257	1.116038	1.113669	1.115866	1.123324	1.135246	1.140517	1.144877	1.156208	1.164261	1.161757	1.173083	1.180981	1.184746	1.189338	1.1881	1.185704	1.183044	1.188254	1.186854	1.184964	1.183086	1.179733	1.182292	1.185313	1.180366	1.182131	1.183069	1.177909	1.176934	1.176719	1.177259	1.176524	1.181684	1.188496	1.193868	1.189694	1.183683	1.174627	1.170846	1.164055	1.15262	1.148711	1.13572	1.126997	1.120747	1.113135	1.102181	1.096413	1.08832	1.075646	1.065237	1.052949	1.039007	1.019055	0.999698	0.969438	0.94738	0.931041	0.910076	0.886642	0.860547	0.833636	0.80425	0.77496	0.741726	0.704843	0.670153	0.625912	0.579349	0.54143
17-009-THA	0.35655	0.399162	0.441843	0.486768	0.531682	0.575514	0.619001	0.658179	0.700221	0.733603	0.764502	0.792144	0.821009	0.851055	0.876192	0.895278	0.910211	0.924501	0.933336	0.954141	0.97493	0.991945	1.008898	1.022613	1.032147	1.043309	1.051765	1.066781	1.082826	1.088649	1.093889	1.105212	1.103708	1.109933	1.115965	1.125191	1.129225	1.133071	1.144799	1.151649	1.150067	1.158745	1.164411	1.16696	1.173389	1.173324	1.171461	1.169871	1.174682	1.176789	1.176227	1.177832	1.179027	1.182665	1.183892	1.178578	1.183014	1.183734	1.176128	1.172564	1.172389	1.17332	1.170643	1.171026	1.171661	1.174184	1.170278	1.164671	1.160038	1.156475	1.154155	1.147019	1.141142	1.129355	1.121373	1.11627	1.106518	1.096919	1.09371	1.086357	1.077566	1.071557	1.060874	1.048684	1.032244	1.015499	0.988348	0.968488	0.954181	0.93387	0.912779	0.885161	0.858235	0.830128	0.802065	0.765068	0.722558	0.684388	0.63195	0.576267	0.529844
17-012-GFM	0.299836	0.340846	0.383304	0.442795	0.504172	0.556401	0.605906	0.627003	0.66566	0.696401	0.724482	0.751394	0.782752	0.813971	0.835546	0.858918	0.879174	0.896375	0.911959	0.934411	0.9543	0.973815	0.993017	1.010957	1.026353	1.037287	1.045675	1.054618	1.072093	1.077282	1.081656	1.091905	1.093384	1.096504	1.106113	1.118484	1.122569	1.12399	1.132466	1.137552	1.146474	1.154199	1.160918	1.165675	1.171009	1.172729	1.17548	1.172232	1.176475	1.178003	1.181921	1.184577	1.183226	1.183953	1.186969	1.187642	1.190155	1.18906	1.183906	1.184915	1.190519	1.193003	1.189124	1.186879	1.181614	1.176672	1.172815	1.174022	1.174494	1.168514	1.168246	1.164796	1.177115	1.18519	1.181056	1.17404	1.147991	1.134649	1.131126	1.125147	1.115809	1.107638	1.09509	1.08276	1.067033	1.046498	1.017764	0.995883	0.977861	0.95789	0.931533	0.895777	0.862352	0.828725	0.793977	0.763044	0.722972	0.685727	0.632707	0.574606	0.52762
17-012-SVZ	0.337864	0.380884	0.429376	0.48197	0.533615	0.579715	0.623324	0.664842	0.700548	0.72982	0.759199	0.788223	0.818407	0.847752	0.8688	0.889141	0.906464	0.917957	0.927312	0.947316	0.967504	0.982099	0.996105	1.011025	1.021414	1.030131	1.040905	1.055372	1.069085	1.070486	1.074037	1.084242	1.081119	1.083102	1.092699	1.103154	1.106069	1.109225	1.117551	1.122984	1.130047	1.140184	1.146694	1.149488	1.151995	1.154273	1.158562	1.159586	1.167367	1.16969	1.172217	1.17365	1.174391	1.177937	1.182756	1.181061	1.187806	1.18858	1.186819	1.185322	1.18558	1.185478	1.183701	1.182142	1.180865	1.179513	1.173788	1.172847	1.173948	1.170217	1.166231	1.16163	1.159854	1.152845	1.1461	1.140394	1.132892	1.120735	1.118558	1.112684	1.104011	1.097355	1.085555	1.075311	1.058928	1.041251	1.013589	0.992015	0.973448	0.952831	0.930517	0.898513	0.869686	0.838964	0.801946	0.761151	0.71718	0.677259	0.625087	0.565503	0.517268
17-012-THA	0.337069	0.380513	0.430773	0.484473	0.535039	0.580539	0.624947	0.668196	0.710638	0.742293	0.770797	0.798767	0.828838	0.860994	0.881538	0.902716	0.921383	0.932958	0.937348	0.958341	0.978112	0.996848	1.009714	1.020954	1.031021	1.038576	1.046705	1.058134	1.073552	1.074971	1.080112	1.090744	1.090573	1.094272	1.103152	1.113977	1.117889	1.119791	1.129637	1.13424	1.140787	1.151546	1.160864	1.157779	1.162601	1.16472	1.166424	1.16729	1.176584	1.175982	1.176968	1.176441	1.179935	1.178574	1.180449	1.177887	1.183772	1.18503	1.180295	1.174104	1.171261	1.172439	1.170727	1.16803	1.166178	1.164608	1.157118	1.157586	1.158346	1.156388	1.154186	1.150542	1.14784	1.14188	1.13567	1.131058	1.125032	1.113349	1.109465	1.103509	1.09368	1.08935	1.08314	1.072314	1.058817	1.041147	1.011127	0.989273	0.970283	0.946774	0.923804	0.887724	0.857227	0.827472	0.79134	0.747829	0.703994	0.664397	0.61015	0.548954	0.498664
17-013-GFM	0.349261	0.401264	0.460346	0.516504	0.570818	0.62373	0.672333	0.713797	0.748816	0.77892	0.804496	0.828592	0.858378	0.888583	0.911538	0.929353	0.945645	0.957414	0.957028	0.975247	0.989696	1.007959	1.02523	1.039226	1.047013	1.054066	1.061618	1.070952	1.086144	1.087159	1.089086	1.100007	1.099551	1.103575	1.110484	1.12039	1.121123	1.121684	1.130552	1.134934	1.14114	1.147281	1.155801	1.159495	1.165471	1.163729	1.162008	1.16148	1.16523	1.167294	1.171089	1.170375	1.166182	1.167701	1.168902	1.167175	1.172163	1.172024	1.168615	1.163406	1.163571	1.16499	1.159991	1.160737	1.159354	1.154391	1.146585	1.142384	1.14323	1.139936	1.135834	1.128277	1.126857	1.123292	1.119061	1.112791	1.102928	1.090509	1.087676	1.081813	1.072365	1.069838	1.061791	1.048667	1.031123	1.012553	0.985817	0.965938	0.950399	0.92703	0.903321	0.866892	0.835558	0.80525	0.772716	0.74148	0.700542	0.662437	0.61145	0.550955	0.500971
17-013-GTS	0.309418	0.350254	0.402109	0.45501	0.505839	0.556117	0.601428	0.644319	0.684967	0.717197	0.747557	0.772717	0.799812	0.828645	0.848494	0.869747	0.88765	0.900333	0.905808	0.924678	0.944917	0.965699	0.977939	0.991002	1.003381	1.014749	1.026056	1.04177	1.058832	1.06323	1.06764	1.076326	1.075109	1.079604	1.089842	1.105977	1.110493	1.113881	1.126023	1.133255	1.131844	1.140088	1.149107	1.155498	1.163477	1.161684	1.163655	1.16401	1.171239	1.177147	1.181377	1.181015	1.182859	1.182558	1.186825	1.18432	1.186428	1.186183	1.181225	1.178031	1.178094	1.179868	1.178489	1.180557	1.183463	1.182753	1.178814	1.17887	1.180425	1.18054	1.180039	1.175269	1.186238	1.193322	1.189827	1.181891	1.154774	1.139558	1.137588	1.134808	1.126086	1.122562	1.114754	1.099347	1.083037	1.064089	1.036107	1.015924	0.999096	0.977535	0.949305	0.910825	0.877633	0.845791	0.808844	0.761975	0.711441	0.66448	0.605825	0.538825	0.487204
17-013-SVZ	0.332366	0.375846	0.429925	0.484172	0.535301	0.58118	0.625941	0.669359	0.706607	0.736739	0.766008	0.796319	0.828716	0.861153	0.887202	0.909388	0.927148	0.939258	0.946162	0.963374	0.985762	1.00198	1.01634	1.032666	1.045639	1.052988	1.064318	1.076342	1.089822	1.088977	1.095572	1.109593	1.105473	1.102407	1.107708	1.116117	1.119321	1.126609	1.138111	1.144405	1.148897	1.158836	1.168203	1.171874	1.176999	1.17629	1.177747	1.1762	1.179346	1.179733	1.180548	1.177439	1.17503	1.177417	1.181203	1.176033	1.176759	1.175756	1.169834	1.16956	1.170754	1.175089	1.174208	1.176538	1.175952	1.175941	1.170377	1.168894	1.169829	1.167697	1.164524	1.158584	1.157045	1.151636	1.143326	1.135366	1.125016	1.111445	1.106412	1.097586	1.085767	1.077171	1.066778	1.050866	1.034442	1.013515	0.984353	0.962505	0.944603	0.919853	0.896817	0.861393	0.831021	0.800242	0.766374	0.727091	0.686988	0.647164	0.598538	0.545428	0.501906
17-013-THA	0.32002	0.361387	0.411987	0.462204	0.51278	0.560987	0.607981	0.649782	0.690613	0.72476	0.75538	0.784376	0.816006	0.847834	0.870289	0.888344	0.904771	0.917801	0.928887	0.948716	0.972336	0.991201	1.006288	1.021725	1.03111	1.040698	1.051269	1.06618	1.07907	1.079195	1.083387	1.097916	1.096573	1.09878	1.107224	1.119832	1.122895	1.126126	1.136515	1.142695	1.149891	1.16239	1.171611	1.176067	1.184083	1.185511	1.187467	1.184759	1.188335	1.190991	1.192682	1.189544	1.185565	1.18412	1.185785	1.18094	1.184656	1.183068	1.177463	1.171806	1.173261	1.174786	1.173081	1.174577	1.175733	1.177865	1.176277	1.176528	1.179467	1.177277	1.174187	1.166175	1.164749	1.156569	1.149477	1.141933	1.131941	1.116709	1.111253	1.105523	1.095	1.08671	1.076494	1.062694	1.044384	1.024137	0.993896	0.971169	0.9529	0.930112	0.906909	0.872025	0.842749	0.811015	0.777959	0.739301	0.698516	0.660303	0.614388	0.565228	0.523423
17-015-CER	0.330088	0.370322	0.412536	0.461608	0.507301	0.553623	0.595316	0.630523	0.670109	0.703518	0.736041	0.76484	0.797477	0.831445	0.857571	0.877666	0.893714	0.910034	0.921341	0.944103	0.964469	0.981621	0.998356	1.011965	1.018343	1.031112	1.041012	1.057341	1.073936	1.081674	1.090949	1.104313	1.107299	1.112523	1.12116	1.13255	1.134504	1.132777	1.145636	1.152115	1.143419	1.149577	1.153922	1.155312	1.160009	1.157117	1.157341	1.163981	1.174206	1.177647	1.179396	1.183309	1.18635	1.179977	1.182189	1.177594	1.185837	1.190564	1.186649	1.179737	1.177564	1.181144	1.180324	1.181503	1.187397	1.191349	1.189557	1.182728	1.177236	1.170592	1.163466	1.155731	1.155156	1.150309	1.143192	1.138491	1.129187	1.11651	1.114333	1.11229	1.105179	1.101837	1.091915	1.079508	1.064022	1.040368	1.010678	0.989361	0.973361	0.95163	0.927299	0.893304	0.863878	0.831867	0.798256	0.766741	0.725808	0.683999	0.627736	0.563908	0.507538
17-015-GFM	0.362987	0.404479	0.445402	0.494627	0.539241	0.582671	0.628175	0.671014	0.709623	0.745845	0.777515	0.805912	0.837581	0.867186	0.892341	0.91541	0.93305	0.948504	0.956384	0.977298	0.995359	1.011433	1.020907	1.034458	1.039659	1.048833	1.058374	1.073429	1.086847	1.092082	1.098647	1.110915	1.110755	1.109319	1.119359	1.126382	1.125419	1.125468	1.134432	1.142428	1.148198	1.156633	1.162117	1.164116	1.167448	1.162499	1.161664	1.158599	1.167925	1.171955	1.173954	1.177208	1.1804	1.186397	1.192005	1.189092	1.19357	1.19251	1.184136	1.182525	1.182363	1.181795	1.179451	1.181456	1.18389	1.177622	1.174732	1.170949	1.170074	1.165521	1.156206	1.141865	1.138899	1.127965	1.122336	1.116457	1.107586	1.096877	1.093586	1.085738	1.075096	1.067337	1.057411	1.042236	1.023087	1.002511	0.972183	0.950306	0.936283	0.915244	0.888128	0.855417	0.82316	0.79297	0.760242	0.72329	0.686491	0.651989	0.608342	0.560289	0.520982
17-015-GTS	0.35727	0.39829	0.441449	0.491288	0.534425	0.5774	0.623132	0.664044	0.703393	0.737877	0.770274	0.800027	0.830228	0.858422	0.880608	0.899055	0.917486	0.930951	0.937534	0.954173	0.969719	0.986999	1.005072	1.019239	1.029949	1.038956	1.047826	1.061235	1.074397	1.07964	1.086076	1.099653	1.102056	1.102361	1.112823	1.12217	1.125046	1.125445	1.136323	1.146622	1.144426	1.154014	1.159538	1.15927	1.16314	1.160612	1.161276	1.159615	1.16603	1.167115	1.16794	1.171543	1.172807	1.177741	1.181918	1.176724	1.183885	1.186106	1.178217	1.176134	1.176168	1.175822	1.173424	1.175949	1.183498	1.185769	1.182097	1.177026	1.173788	1.166547	1.159727	1.147977	1.146783	1.135618	1.128351	1.122162	1.115723	1.106861	1.103695	1.099393	1.092434	1.088504	1.079194	1.06504	1.048784	1.028788	0.998935	0.978024	0.962729	0.939666	0.911021	0.877015	0.84591	0.814974	0.781084	0.743152	0.703129	0.663481	0.61435	0.560535	0.516971
17-015-SVZ	0.336636	0.37911	0.429045	0.483719	0.533001	0.580905	0.628868	0.671284	0.709982	0.740559	0.771552	0.802806	0.836965	0.874136	0.897118	0.916615	0.933666	0.94833	0.959225	0.978523	0.999073	1.016043	1.028256	1.043427	1.050436	1.058963	1.067036	1.077991	1.091504	1.09303	1.097341	1.109892	1.10523	1.105658	1.115075	1.122837	1.125324	1.125926	1.135403	1.142368	1.148205	1.158239	1.162756	1.166061	1.173798	1.174157	1.175077	1.172368	1.17861	1.181086	1.18303	1.181263	1.180242	1.179454	1.181485	1.176381	1.180609	1.180235	1.17851	1.173909	1.172173	1.174012	1.17286	1.176908	1.179793	1.176649	1.170838	1.166636	1.165108	1.159705	1.154147	1.145483	1.143123	1.134568	1.127618	1.121681	1.107416	1.091685	1.086784	1.07771	1.066137	1.057273	1.04757	1.036605	1.022412	1.004075	0.974202	0.953473	0.937918	0.91843	0.89554	0.862114	0.833785	0.805074	0.771343	0.732599	0.695869	0.659888	0.614845	0.56394	0.52168
17-015-THA	0.339885	0.383349	0.437619	0.492099	0.542066	0.592976	0.639963	0.677057	0.719173	0.751594	0.779877	0.806715	0.838503	0.870125	0.888775	0.904961	0.918162	0.92771	0.926876	0.948421	0.964986	0.979244	0.996371	1.011005	1.018101	1.027387	1.037279	1.05077	1.064983	1.072509	1.079041	1.092554	1.092959	1.101789	1.112271	1.122226	1.125866	1.126028	1.135388	1.142985	1.134838	1.144688	1.151108	1.151853	1.157068	1.154491	1.156563	1.161452	1.16888	1.170758	1.173554	1.175232	1.175179	1.167752	1.170636	1.169612	1.17578	1.176694	1.173871	1.167829	1.165434	1.166758	1.164228	1.167524	1.175206	1.181336	1.178944	1.1728	1.168854	1.165458	1.157575	1.145634	1.143655	1.135066	1.125811	1.119841	1.111026	1.100601	1.098216	1.096065	1.091318	1.087695	1.077553	1.065356	1.051309	1.030253	1.003953	0.984396	0.970383	0.952237	0.92978	0.896995	0.869513	0.839983	0.808482	0.767976	0.72282	0.680185	0.624547	0.563953	0.514098
17-016-CER	0.316152	0.356649	0.410073	0.459429	0.507278	0.558978	0.60457	0.638702	0.677089	0.709016	0.735474	0.759881	0.791478	0.823164	0.844985	0.866098	0.885993	0.902197	0.902841	0.922302	0.938607	0.954598	0.969294	0.980767	0.987802	1.006969	1.018289	1.031419	1.049145	1.056768	1.059099	1.065373	1.064923	1.067081	1.068652	1.078079	1.085135	1.088232	1.09423	1.096767	1.100562	1.112182	1.120678	1.124622	1.130641	1.131471	1.134756	1.14507	1.151911	1.156077	1.158808	1.159314	1.162522	1.159638	1.162668	1.16444	1.168246	1.168022	1.166318	1.163061	1.165405	1.172579	1.174472	1.175207	1.174696	1.1696	1.166125	1.17183	1.172731	1.169293	1.169115	1.16572	1.178742	1.190476	1.18889	1.185443	1.159474	1.15088	1.152896	1.154289	1.150263	1.147725	1.14144	1.133384	1.119778	1.099952	1.07399	1.054723	1.039158	1.017464	0.996149	0.963247	0.933875	0.904028	0.870077	0.828919	0.781613	0.727552	0.65079	0.562382	0.490768
17-016-GFM	0.32239	0.36535	0.42209	0.476288	0.526632	0.580996	0.629706	0.663934	0.704661	0.741236	0.768175	0.787049	0.817411	0.851282	0.875138	0.8956	0.914234	0.927737	0.929278	0.949187	0.966057	0.979965	0.995203	1.00769	1.017576	1.036288	1.04926	1.061656	1.077577	1.083426	1.086112	1.096092	1.095578	1.09989	1.102164	1.109234	1.112731	1.114335	1.124416	1.130265	1.12895	1.138312	1.145127	1.143933	1.146203	1.149207	1.150238	1.158476	1.162069	1.164681	1.167938	1.168463	1.170643	1.165047	1.166933	1.165026	1.169002	1.166889	1.162688	1.157952	1.159172	1.164889	1.165647	1.173073	1.178094	1.174612	1.172343	1.175311	1.180544	1.184061	1.180294	1.171731	1.180417	1.189263	1.183214	1.177719	1.151642	1.135119	1.130435	1.123042	1.111724	1.106174	1.096354	1.080586	1.063809	1.044027	1.017228	0.994801	0.977393	0.955075	0.930607	0.896006	0.866681	0.833531	0.796222	0.751678	0.705105	0.658658	0.59675	0.525971	0.466973
17-016-GTS	0.296244	0.334414	0.385676	0.433774	0.482252	0.534937	0.58002	0.616538	0.658264	0.691063	0.721267	0.747171	0.776897	0.808204	0.828644	0.849575	0.868992	0.882889	0.891476	0.91505	0.934468	0.954653	0.975473	0.993775	1.000989	1.014731	1.025242	1.040702	1.057996	1.068259	1.075112	1.087534	1.08638	1.091112	1.096928	1.109108	1.111667	1.11495	1.125908	1.131313	1.136949	1.151601	1.162047	1.166302	1.173896	1.177289	1.181192	1.185458	1.190508	1.193775	1.196745	1.198506	1.202781	1.201764	1.205926	1.207266	1.212883	1.210576	1.204918	1.201973	1.201649	1.199159	1.198517	1.202688	1.2056	1.203623	1.200934	1.203379	1.209259	1.207008	1.200114	1.187641	1.18439	1.176096	1.167296	1.158734	1.151734	1.14038	1.144646	1.138817	1.128069	1.119943	1.106964	1.088724	1.065806	1.046706	1.019277	0.997303	0.978637	0.955498	0.930018	0.896008	0.862861	0.828114	0.790808	0.747967	0.70608	0.668433	0.616587	0.558389	0.509616
17-016-SVZ	0.31327	0.356002	0.409337	0.464783	0.51437	0.559724	0.605192	0.646223	0.685493	0.716894	0.748028	0.777891	0.814554	0.854998	0.879182	0.901594	0.915965	0.928593	0.937515	0.959786	0.981719	0.99477	1.010288	1.026002	1.03946	1.047249	1.058124	1.071223	1.084893	1.084202	1.087575	1.098181	1.09681	1.104537	1.11221	1.120607	1.122798	1.126836	1.136348	1.139914	1.142349	1.152505	1.160003	1.163836	1.169148	1.17118	1.174818	1.174832	1.18263	1.185862	1.186735	1.183587	1.183553	1.18674	1.188915	1.185931	1.189027	1.188839	1.185966	1.183269	1.185809	1.189348	1.18905	1.189873	1.1897	1.187416	1.181221	1.17928	1.176836	1.172828	1.167471	1.15884	1.155128	1.150387	1.142855	1.135105	1.124613	1.113141	1.111199	1.105571	1.095158	1.088037	1.076079	1.062301	1.044559	1.021508	0.993365	0.97296	0.956215	0.932028	0.906986	0.871885	0.842413	0.811017	0.777397	0.735977	0.695076	0.654713	0.604056	0.54746	0.502567
17-016-THA	0.308	0.347986	0.397362	0.446008	0.492464	0.544633	0.591333	0.62713	0.668308	0.701402	0.729975	0.757179	0.790924	0.828345	0.850901	0.871717	0.88598	0.901497	0.912814	0.936065	0.955488	0.973253	0.994266	1.011036	1.023712	1.036503	1.046941	1.062699	1.078022	1.085963	1.092714	1.105128	1.105051	1.110769	1.118376	1.1267	1.128728	1.132183	1.139337	1.140983	1.142685	1.152403	1.159992	1.161427	1.165901	1.166286	1.170919	1.174789	1.180822	1.185616	1.189133	1.191032	1.188649	1.18403	1.18425	1.179286	1.183589	1.181693	1.177701	1.177701	1.177083	1.178893	1.17727	1.177537	1.176474	1.174946	1.172001	1.174055	1.172924	1.170302	1.166288	1.161849	1.160823	1.156103	1.146778	1.136856	1.127811	1.119677	1.118605	1.116602	1.109385	1.10372	1.093145	1.082158	1.068426	1.047447	1.019825	0.998087	0.982506	0.961379	0.9356	0.903612	0.873663	0.843612	0.809874	0.770094	0.728046	0.689298	0.634733	0.576139	0.525773
